A066,CANAL ST,40.718803,-74.000193
N089,CANAL ST,40.718803,-74.000193
N090,CANAL ST,40.718803,-74.000193
R119,CANAL ST,40.718803,-74.000193
R120,CANAL ST,40.718803,-74.000193
A043,CANAL ST,40.718803,-74.000193
A044,CANAL ST,40.718803,-74.000193
A046,CANAL ST,40.718803,-74.000193
R214,CANAL ST,40.718803,-74.000193
N535,CARROLL ST,40.680303,-73.995048
N534,CARROLL ST,40.680303,-73.995048
R418,CASTLE HILL AVE,40.834255,-73.851222
N035,110 ST-CATHEDRL,40.800605,-73.958158
N034,110 ST-CATHEDRL,40.800605,-73.958158
K017,CENTRAL AVE,40.697857,-73.927397
N091,CHAMBERS ST,40.715478,-74.009266
N092,CHAMBERS ST,40.715478,-74.009266
R116,CHAMBERS ST,40.715478,-74.009266
A069,CHAMBERS ST,40.715478,-74.009266
A071,CHAMBERS ST,40.715478,-74.009266
J017,CHAUNCEY ST,40.682893,-73.910456
R125,CHRISTOPHER ST,40.733422,-74.002906
R126,CHRISTOPHER ST,40.733422,-74.002906
PTH09,CHRISTOPHER ST,40.733422,-74.002906
B016,CHURCH AVE,40.650843,-73.949575
B015,CHURCH AVE,40.650843,-73.949575
R639,CHURCH AVE,40.650843,-73.949575
N546,CHURCH AVE,40.650843,-73.949575
N545,CHURCH AVE,40.650843,-73.949575
PTH07,CITY / BUS,40.713282,-74.006978
R600,CLARK ST,40.697466,-73.993086
N419,CLASSON AVE,40.688873,-73.96007
J022,CLEVELAND ST,40.679947,-73.884639
N111,CLINTON-WASH AV,40.683263,-73.965838
N112A,CLINTON-WASH AV,40.683263,-73.965838
N420B,CLINTON-WASH AV,40.683263,-73.965838
B018,CORTELYOU ROAD,40.640927,-73.963891
A050,CORTLANDT ST,40.710668,-74.011029
A052,CORTLANDT ST,40.710668,-74.011029
A051,CORTLANDT ST,40.710668,-74.011029
A053,CORTLANDT ST,40.710668,-74.011029
R107,CORTLANDT ST,40.710668,-74.011029
R106,CORTLANDT ST,40.710668,-74.011029
R108,CORTLANDT ST,40.710668,-74.011029
R109,CORTLANDT ST,40.710668,-74.011029
R508,COURT SQ,40.6941,-73.991777
N400,COURT SQ,40.6941,-73.991777
N400A,COURT SQ,40.6941,-73.991777
J024,CRESCENT ST,40.683194,-73.873785
R404,CYPRESS AVE,40.805368,-73.914042
R405,CYPRESS AVE,40.805368,-73.914042
J025,CYPRESS HILLS,40.689941,-73.87255
C008,DEKALB AVE,40.703811,-73.918425
H023,DEKALB AVE,40.703811,-73.918425
N525,DELANCEY ST,40.718611,-73.988114
N526,DELANCEY ST,40.718611,-73.988114
R515,DITMARS BL-31 S,40.775036,-73.912034
N548,DITMAS AVE,40.636119,-73.978172
N547,DITMAS AVE,40.636119,-73.978172
R186,DYCKMAN ST,40.860531,-73.925536
N003,DYCKMAN-200 ST,40.865491,-73.927271
R406,E 143 ST,40.808719,-73.907657
R407,E 143 ST,40.808719,-73.907657
R408,E 149 ST,40.812118,-73.904098
R409,E 149 ST,40.812118,-73.904098
R325,E 180 ST,40.841894,-73.873488
R323,E TREMONT AVE,40.840295,-73.880049
R323A,E TREMONT AVE,40.840295,-73.880049
H040,EAST 105 ST,40.650573,-73.899485
N529,EAST BROADWAY,40.713715,-73.990173
N528,EAST BROADWAY,40.713715,-73.990173
R621,EASTERN PKWY,40.671987,-73.964375
R414,ELDER AVE,40.828584,-73.879159
J028,ELDERTS LANE,40.691324,-73.867139
N325A,ELMHURST AVE,40.742454,-73.882017
A061,ESSEX ST,40.718315,-73.987437
N128,EUCLID AVE,40.675377,-73.872106
N196,FAR ROCKAWAY,40.603995,-73.755405
R645,FLATBUSH AVE,40.632836,-73.947642
R646,FLATBUSH AVE,40.632836,-73.947642
R647,FLATBUSH AVE,40.632836,-73.947642
N414,FLUSHING AVE,40.700377,-73.950234
N414A,FLUSHING AVE,40.700377,-73.950234
J007,FLUSHING AVE,40.700377,-73.950234
N217,FORDHAM ROAD,40.862803,-73.901034
N218,FORDHAM ROAD,40.862803 -73.901034,
R289,FORDHAM ROAD,40.862803,-73.901034
K024,FOREST AVE,40.704423,-73.903077
N333A,FOREST HILLS-71,40.721691,-73.844521
N333,FOREST HILLS-71,40.721691,-73.844521
N333B,FOREST HILLS-71,40.721691,-73.844521
J030,FOREST PARKWAY,40.692435,-73.86001
R622,FRANKLIN AVE,40.68138,-73.956848
N113,FRANKLIN AVE,40.68138,-73.956848
N114,FRANKLIN AVE,40.68138,-73.956848
R117,FRANKLIN ST,40.719318,-74.006886
R118,FRANKLIN ST,40.719318,-74.006886
R320,FREEMAN ST,40.719318,-74.006886
R319,FREEMAN ST,40.719318,-74.006886
K025,FRESH POND ROAD,40.706186,-73.895877
N543,FT HAMILTON PKY,40.650782,-73.975776
N544,FT HAMILTON PKY,40.650782,-73.975776
E003,FT HAMILTON PKY,40.650782,-73.975776
D003,FT HAMILTON PKY,40.650782,-73.975776
D004,FT HAMILTON PKY,40.650782,-73.975776
A077,FULTON ST,40.710368,-74.009509
A081,FULTON ST,40.710368,-74.009509
A082,FULTON ST,40.710368,-74.009509
N095,FULTON ST,40.710368,-74.009509
R205,FULTON ST,40.710368,-74.009509
R206,FULTON ST,40.710368,-74.009509
R208,FULTON ST,40.710368,-74.009509
R205A,FULTON ST,40.710368,-74.009509
R113A,FULTON ST,40.710368,-74.009509
R113,FULTON ST,40.710368,-74.009509
R114,FULTON ST,40.710368,-74.009509
N422,FULTON ST,40.710368,-74.009509
J013,GATES AVE,40.68963,-73.92227
H014,GRAHAM AVE,40.714565,-73.944053
H013,GRAHAM AVE,40.714565,-73.944053
R619,GRAND ARMY PLAZ,40.675235,-73.971046
N327,GRAND AV-NEWTON,40.737015,-73.877223
N520,GRAND ST,40.718267,-73.993753
H016,GRAND ST,40.718267,-73.993753
H015,GRAND ST,40.718267,-73.993753
N129,GRANT AVE,40.677044,-73.86505
N405,GREENPOINT AVE,40.731352,-73.954449
N403,GREENPOINT AVE,40.731352,-73.954449
R728,GUN HILL ROAD,40.869526,-73.846384
R331,GUN HILL ROAD,40.869526,-73.846384
H028,HALSEY ST,40.695602,-73.904084
H030,HALSEY ST,40.695602,-73.904084
J016,HALSEY ST,40.695602,-73.904084
J003,HEWES ST,40.70687,-73.953431
N100,HIGH ST,40.699337,-73.990531
N101,HIGH ST,40.699337,-73.990531
R123,HOUSTON ST,40.728251,-74.005367
R121,HOUSTON ST,40.728251,-74.005367
R122,HOUSTON ST,40.728251,-74.005367
R124,HOUSTON ST,40.728251,-74.005367
N182,HOWARD BCH-JFK,40.660476,-73.830301
N182A,HOWARD BCH-JFK,40.660476,-73.830301
R606,HOYT ST,40.690545,-73.985065
R605,HOYT ST,40.690545,-73.985065
N108,HOYT/SCHERMER,40.688484,-73.985001
R507,HUNTERS PT AVE,40.742216,-73.948916
R412,HUNTS POINT AVE,40.820948,-73.890549
R316,INTERVALE-163,40.822181,-73.896736
N002A,INWOOD-207 ST,40.868072,-73.919899
N606,INWOOD-207 ST,40.868072,-73.919899
N607,JACKSON AVE,40.81649,-73.907807
N343,JAMAICA-179 ST,40.712646,-73.783817
N342,JAMAICA-179 ST,40.712646,-73.783817
N604,JAMAICA-VAN WYC,40.702566,-73.816859
C003,JAY ST-METROTEC,40.692338,-73.987342
C004,JAY ST-METROTEC,40.692338,-73.987342
N103,JAY ST-METROTEC,40.692338,-73.987342
N102,JAY ST-METROTEC,40.692338,-73.987342
H022,JEFFERSON ST,40.706607,-73.922913
JFK03,HOWARD BCH-JFK,40.660476,-73.830301
JFK04,HOWARD BCH-JFK,40.660476,-73.830301
R528,JUNCTION BLVD,40.749145,-73.869527
R630,JUNIUS ST,40.663515,-73.902447
N557,KINGS HIGHWAY,40.603923,-73.980353
N558,KINGS HIGHWAY,40.603923,-73.980353
B024,KINGS HIGHWAY,40.603923,-73.980353
B023,KINGS HIGHWAY,40.603923,-73.980353
